,overall_composition,Na2O at %,Fe2O3 at %,P2O5 at %,Na2O wt %,Fe2O3 wt %
432,Na0.6O3.5Fe0.3P1.1,30.0,15.0,55.00000000000001,15.415550127316084,19.859015893421557
433,Na0.6O3.45Fe0.35P1.05,30.0,17.5,52.5,15.359063974654893,23.083955826330083
434,Na0.6O3.4Fe0.4P1,30.0,20.0,50.0,15.302990267438462,26.28534818656271
435,Na0.6O3.35Fe0.45P0.95,30.0,22.5,47.5,15.247324504764068,29.4634499422484
436,Na0.6O3.3Fe0.5P0.9,30.0,25.0,45.0,15.192062250981085,32.618514336105
437,Na0.6O3.25Fe0.55P0.85,30.0,27.500000000000004,42.5,15.137199134512766,35.7507909527072
438,Na0.6O3.2Fe0.6P0.8,30.0,30.0,40.0,15.082730846703488,38.8605257843021
439,Na0.6O3.15Fe0.65P0.75,30.0,32.5,37.5,15.028653140690718,41.94796129520903
440,Na0.6O3.1Fe0.7P0.7,30.0,35.0,35.0,14.974961830301227,45.01333648483873
441,Na0.6O3.05Fe0.75P0.65,30.0,37.5,32.5,14.92165278897086,48.05688694936679
442,Na0.6O3Fe0.8P0.6,30.0,40.0,30.0,14.868721948687282,51.078844942094136
443,Na0.6O2.95Fe0.85P0.55,30.0,42.5,27.500000000000004,14.816165298955172,54.07943943252759
444,Na0.6O2.9Fe0.9P0.5,30.0,45.0,25.0,14.763978885783272,57.05889616421182
445,Na0.6O2.85Fe0.95P0.45,30.0,47.5,22.5,14.712158810692747,60.01743771134325
446,Na0.6O2.8Fe1P0.4,30.0,50.0,20.0,14.660701229746412,62.95528353419607
447,Na0.6O2.75Fe1.05P0.35,30.0,52.5,17.5,14.609602352598197,65.87265003338901
448,Na0.6O2.7Fe1.1P0.3,30.0,55.00000000000001,15.0,14.558858441562467,68.76975060302128
449,Na0.6O2.65Fe1.15P0.25,30.0,57.49999999999999,12.5,14.508465810702653,71.6467956827049
450,Na0.6O2.6Fe1.2P0.2,30.0,60.0,10.0,14.458420824938727,74.50399280852028
451,Na0.6O2.55Fe1.25P0.15,30.0,62.5,7.5,14.40871989917312,77.3415466629207
452,Na0.6O2.5Fe1.3P0.1,30.0,65.0,5.0,14.359359497434596,80.15965912361122
453,Na0.6O2.45Fe1.35P0.05,30.0,67.5,2.5,14.310336132039636,82.95852931142609
454,Na0.6O2.4Fe1.4,30.0,70.0,0.0,14.26164636277098,85.73835363722903
455,Na0.65O3.7P1.35,32.5,0.0,67.5,17.37142159904814,0.0
456,Na0.65O3.65Fe0.05P1.3,32.5,2.5,65.0,17.305219982105573,3.429749988465549
457,Na0.65O3.6Fe0.1P1.25,32.5,5.0,62.5,17.23952103161376,6.833458010989665
458,Na0.65O3.55Fe0.15P1.2,32.5,7.5,60.0,17.174319044133803,10.211419549320505
459,Na0.65O3.5Fe0.2P1.15,32.5,10.0,57.49999999999999,17.10960840218612,13.563925631856186
460,Na0.65O3.45Fe0.25P1.1,32.5,12.5,55.00000000000001,17.045383572637103,16.891262917228115
461,Na0.65O3.4Fe0.3P1.05,32.5,15.0,52.5,16.981639105122003,20.193713776008902
462,Na0.65O3.35Fe0.35P1,32.5,17.5,50.0,16.918369630503,23.471556370593667
463,Na0.65O3.3Fe0.4P0.95,32.5,20.0,47.5,16.855569859361704,26.72506473330234
464,Na0.65O3.25Fe0.45P0.9,32.5,22.5,45.0,16.793234580525052,29.95450884274885
465,Na0.65O3.2Fe0.5P0.85,32.5,25.0,42.5,16.731358659623776,33.16015469852207
466,Na0.65O3.15Fe0.55P0.8,32.5,27.500000000000004,40.0,16.669937037682693,36.34226439422176
467,Na0.65O3.1Fe0.6P0.75,32.5,30.0,37.5,16.608964729741878,39.5010961888917
468,Na0.65O3.05Fe0.65P0.7,32.5,32.5,35.0,16.54843682350796,42.63690457689089
469,Na0.65O3Fe0.7P0.65,32.5,35.0,32.5,16.488348478034894,45.7499403562425
470,Na0.65O2.95Fe0.75P0.6,32.5,37.5,30.0,16.428694922433294,48.840450695499165
471,Na0.65O2.9Fe0.8P0.55,32.5,40.0,27.500000000000004,16.369471454607684,51.90867919916195
472,Na0.65O2.85Fe0.85P0.5,32.5,42.5,25.0,16.310673440021027,54.954865971689614
473,Na0.65O2.8Fe0.9P0.45,32.5,45.0,22.5,16.252296310485683,57.97924768013297
474,Na0.65O2.75Fe0.95P0.4,32.5,47.5,20.0,16.19433556298036,60.98205761542946
475,Na0.65O2.7Fe1P0.35,32.5,50.0,17.5,16.13678675849217,63.96352575239042
476,Na0.65O2.65Fe1.05P0.3,32.5,52.5,15.0,16.079645520883386,66.92387880841403
477,Na0.65O2.6Fe1.1P0.25,32.5,55.00000000000001,12.5,16.02290753578211,69.86334030095522
478,Na0.65O2.55Fe1.15P0.2,32.5,57.49999999999999,10.0,15.966568549496424,72.78213060378307
479,Na0.65O2.5Fe1.2P0.15,32.5,60.0,7.5,15.910624367951284,75.68046700205562
480,Na0.65O2.45Fe1.25P0.1,32.5,62.5,5.0,15.855070855647767,78.55856374624076
481,Na0.65O2.4Fe1.3P0.05,32.5,65.0,2.5,15.79990393464399,81.41663210491149
482,Na0.65O2.35Fe1.35,32.5,67.5,0.0,15.74511958355723,84.25488041644277
483,Na0.7O3.6P1.3,35.0,0.0,65.0,19.035873638601355,0.0
484,Na0.7O3.55Fe0.05P1.25,35.0,2.5,62.5,18.96206116069931,3.4896847742544583
485,Na0.7O3.5Fe0.1P1.2,35.0,5.0,60.0,18.88881889434976,6.952411253253373
486,Na0.7O3.45Fe0.15P1.15,35.0,7.5,57.49999999999999,18.81614025753211,10.388490619844289
487,Na0.7O3.4Fe0.2P1.1,35.0,10.0,55.00000000000001,18.744018769140197,13.79822928587074
488,Na0.7O3.35Fe0.25P1.05,35.0,12.5,52.5,18.672448047055727,17.181928983258448
489,Na0.7O3.3Fe0.3P1,35.0,15.0,50.0,18.60142180626557,20.539886853022637
490,Na0.7O3.25Fe0.35P0.95,35.0,17.5,47.5,18.530933857021928,23.872395532251662
491,Na0.7O3.2Fe0.4P0.9,35.0,20.0,45.0,18.46097810304419,27.17974323912048
492,Na0.7O3.15Fe0.45P0.85,35.0,22.5,42.5,18.39154853976129,30.462213855985613
493,Na0.7O3.1Fe0.5P0.8,35.0,25.0,40.0,18.322639252593685,33.720087010612296
494,Na0.7O3.05Fe0.55P0.75,35.0,27.500000000000004,37.5,18.25424441527369,36.95363815558216
495,Na0.7O3Fe0.6P0.7,35.0,30.0,35.0,18.186358288203387,40.16313864592926
496,Na0.7O2.95Fe0.65P0.65,35.0,32.5,32.5,18.11897521684901,43.34885581505
497,Na0.7O2.9Fe0.7P0.6,35.0,35.0,30.0,18.052089630170865,46.51105304893189
498,Na0.7O2.85Fe0.75P0.55,35.0,37.5,27.500000000000004,17.985696039087934,49.649989858744206
499,Na0.7O2.8Fe0.8P0.5,35.0,40.0,25.0,17.919789034976226,52.76592195183263
500,Na0.7O2.75Fe0.85P0.45,35.0,42.5,22.5,17.854363288200016,55.85910130115867
501,Na0.7O2.7Fe0.9P0.4,35.0,45.0,20.0,17.789413546675135,58.929776213223526
502,Na0.7O2.65Fe0.95P0.35,35.0,47.5,17.5,17.72493463446354,61.97819139451472
503,Na0.7O2.6Fe1P0.3,35.0,50.0,15.0,17.66092145039829,65.00458801651283
504,Na0.7O2.55Fe1.05P0.25,35.0,52.5,12.5,17.59736896673826,68.00920377929491
505,Na0.7O2.5Fe1.1P0.2,35.0,55.00000000000001,10.0,17.534272227851737,70.9922729737693
506,Na0.7O2.45Fe1.15P0.15,35.0,57.49999999999999,7.5,17.47162634892831,73.95402654257657
507,Na0.7O2.4Fe1.2P0.1,35.0,60.0,5.0,17.4094265147182,76.8946921396894
508,Na0.7O2.35Fe1.25P0.05,35.0,62.5,2.5,17.347667978298468,79.81449418874405
509,Na0.7O2.3Fe1.3,35.0,65.0,0.0,17.286346059865384,82.71365394013462
510,Na0.75O3.5P1.25,37.5,0.0,62.5,20.7597674152602,0.0
511,Na0.75O3.45Fe0.05P1.2,37.5,2.5,60.0,20.67783875874204,3.55175153365706
512,Na0.75O3.4Fe0.1P1.15,37.5,5.0,57.49999999999999,20.596554224922517,7.075579214050294
513,Na0.75O3.35Fe0.15P1.1,37.5,7.5,55.00000000000001,20.515906247410797,10.571811057545752
514,Na0.75O3.3Fe0.2P1.05,37.5,10.0,52.5,20.435887377861857,14.040769963017064
515,Na0.75O3.25Fe0.25P1,37.5,12.5,50.0,20.35649028368329,17.482773811257264
516,Na0.75O3.2Fe0.3P0.95,37.5,15.0,47.5,20.27770774579543,20.898135562082327
517,Na0.75O3.15Fe0.35P0.9,37.5,17.5,45.0,20.19953265644327,24.28716334918844
518,Na0.75O3.1Fe0.4P0.85,37.5,20.0,42.5,20.121958017058795,27.65016057282358
519,Na0.75O3.05Fe0.45P0.8,37.5,22.5,40.0,20.04497693617236,30.987425990331896
520,Na0.75O3Fe0.5P0.75,37.5,25.0,37.5,19.9685826273719,34.29925380462759
521,Na0.75O2.95Fe0.55P0.7,37.5,27.500000000000004,35.0,19.89276840730854,37.58593375065338
522,Na0.75O2.9Fe0.6P0.65,37.5,30.0,32.5,19.817527693747525,40.847751179876845
523,Na0.75O2.85Fe0.65P0.6,37.5,32.5,30.0,19.7428540036632,44.08498714287653
524,Na0.75O2.8Fe0.7P0.55,37.5,35.0,27.500000000000004,19.6687409513769,47.29791847006778
525,Na0.75O2.75Fe0.75P0.5,37.5,37.5,25.0,19.5951822467366,50.48681785061735
526,Na0.75O2.7Fe0.8P0.45,37.5,40.0,22.5,19.52217169333731,53.65195390959359
527,Na0.75O2.65Fe0.85P0.4,37.5,42.5,20.0,19.44970318678104,56.79359128339847
528,Na0.75O2.6Fe0.9P0.35,37.5,45.0,17.5,19.37777071297545,59.911990693525695
529,Na0.75O2.55Fe0.95P0.3,37.5,47.5,15.0,19.306368346470077,63.00740901868808
530,Na0.75O2.5Fe1P0.25,37.5,50.0,12.5,19.23549024882916,66.08009936535619
531,Na0.75O2.45Fe1.05P0.2,37.5,52.5,10.0,19.16513066704029,69.13031113674897
532,Na0.75O2.4Fe1.1P0.15,37.5,55.00000000000001,7.5,19.095283931957773,72.15829010031555
533,Na0.75O2.35Fe1.15P0.1,37.5,57.49999999999999,5.0,19.02594445677994,75.16427845374707
534,Na0.75O2.3Fe1.2P0.05,37.5,60.0,2.5,18.957106735559464,78.14851488955519
535,Na0.75O2.25Fe1.25,37.5,62.5,0.0,18.888765341745984,81.11123465825402
536,Na0.8O3.4P1.2,40.0,0.0,60.0,22.54634504017984,0.0
537,Na0.8O3.35Fe0.05P1.15,40.0,2.5,57.49999999999999,22.45575441003613,3.616066082986106
538,Na0.8O3.3Fe0.1P1.1,40.0,5.0,55.00000000000001,22.36588884819577,7.203189935462763
539,Na0.8O3.25Fe0.15P1.05,40.0,7.5,52.5,22.276739684415432,10.76171764369536
540,Na0.8O3.2Fe0.2P1,40.0,10.0,50.0,22.18829838613935,14.291989797935232
541,Na0.8O3.15Fe0.25P0.95,40.0,12.5,47.5,22.10055655577697,17.794341601087353
542,Na0.8O3.1Fe0.3P0.9,40.0,15.0,45.0,22.013505928044907,21.269102974809925
543,Na0.8O3.05Fe0.35P0.85,40.0,17.5,42.5,21.927138367371484,24.71659866311632
544,Na0.8O3Fe0.4P0.8,40.0,20.0,40.0,21.841445865362125,28.137148333547717
545,Na0.8O2.95Fe0.45P0.75,40.0,22.5,37.5,21.756420538323965,31.53106667598264
546,Na0.8O2.9Fe0.5P0.7,40.0,25.0,35.0,21.672054624848023,34.898663499147624
547,Na0.8O2.85Fe0.55P0.65,40.0,27.500000000000004,32.5,21.58834048344745,38.24024382489097
548,Na0.8O2.8Fe0.6P0.6,40.0,30.0,30.0,21.50527059025025,41.55610798028001
549,Na0.8O2.75Fe0.65P0.55,40.0,32.5,27.500000000000004,21.42283753674516,44.84655168758033
550,Na0.8O2.7Fe0.7P0.5,40.0,35.0,25.0,21.34103402757904,48.11186615217327
551,Na0.8O2.65Fe0.75P0.45,40.0,37.5,22.5,21.25985287840466,51.352338148467005
552,Na0.8O2.6Fe0.8P0.4,40.0,40.0,20.0,21.17928701377736,54.56825010385402
553,Na0.8O2.55Fe0.85P0.35,40.0,42.5,17.5,21.099329465099377,57.75988018076709
554,Na0.8O2.5Fe0.9P0.3,40.0,45.0,15.0,21.01997336861051,60.92750235688317
555,Na0.8O2.45Fe0.95P0.25,40.0,47.5,12.5,20.941211963424053,64.07138650352456
556,Na0.8O2.4Fe1P0.2,40.0,50.0,10.0,20.863038589606624,67.19179846230374
557,Na0.8O2.35Fe1.05P0.15,40.0,52.5,7.5,20.785446686300915,70.28900012005799
558,Na0.8O2.3Fe1.1P0.1,40.0,55.00000000000001,5.0,20.70842978989012,73.36324948211819
559,Na0.8O2.25Fe1.15P0.05,40.0,57.49999999999999,2.5,20.63198153220305,76.4148007439545
560,Na0.8O2.2Fe1.2,40.0,60.0,0.0,20.55609563875887,79.44390436124114
561,Na0.85O3.3P1.15,42.5,0.0,57.49999999999999,24.39908876841816,0.0
562,Na0.85O3.25Fe0.05P1.1,42.5,2.5,55.00000000000001,24.29924592370243,3.6827527819906782
563,Na0.85O3.2Fe0.1P1.05,42.5,5.0,52.5,24.20021687722071,7.3354882130254015
564,Na0.85O3.15Fe0.15P1,42.5,7.5,50.0,24.101991719707293,10.958571801278003
565,Na0.85O3.1Fe0.2P0.95,42.5,10.0,47.5,24.004560702127197,14.552363144733052
566,Na0.85O3.05Fe0.25P0.9,42.5,12.5,45.0,23.907914232450544,18.117216050162973
567,Na0.85O3Fe0.3P0.85,42.5,15.0,42.5,23.81204287250466,21.653478649242643
568,Na0.85O2.95Fe0.35P0.8,42.5,17.5,40.0,23.716937334901456,25.16149351188136
569,Na0.85O2.9Fe0.4P0.75,42.5,20.0,37.5,23.6225884800383,28.64159775684975
570,Na0.85O2.85Fe0.45P0.7,42.5,22.5,35.0,23.528987313170077,32.09412315977656
571,Na0.85O2.8Fe0.5P0.65,42.5,25.0,32.5,23.436124981550645,35.51939625858812
572,Na0.85O2.75Fe0.55P0.6,42.5,27.500000000000004,30.0,23.3439927716417,38.91773845646076
573,Na0.85O2.7Fe0.6P0.55,42.5,30.0,27.500000000000004,23.252582106387223,42.289466122354334
574,Na0.85O2.65Fe0.65P0.5,42.5,32.5,25.0,23.161884542551707,45.63489068919301
575,Na0.85O2.6Fe0.7P0.45,42.5,35.0,22.5,23.0718917681204,48.95431874975713
576,Na0.85O2.55Fe0.75P0.4,42.5,37.5,20.0,22.98259559976004,52.24805215034839
577,Na0.85O2.5Fe0.8P0.35,42.5,40.0,17.5,22.89398798033816,55.516388082288216
578,Na0.85O2.45Fe0.85P0.3,42.5,42.5,15.0,22.806060976499698,58.75961917130772
579,Na0.85O2.4Fe0.9P0.25,42.5,45.0,12.5,22.718806776299168,61.97803356488565
580,Na0.85O2.35Fe0.95P0.2,42.5,47.5,10.0,22.632217686887,65.17191501758909
581,Na0.85O2.3Fe1P0.15,42.5,50.0,7.5,22.54628613224856,68.34154297447
582,Na0.85O2.25Fe1.05P0.1,42.5,52.5,5.0,22.461004650994543,71.48719265256909
583,Na0.85O2.2Fe1.1P0.05,42.5,55.00000000000001,2.5,22.37636589420125,74.60913512057688
584,Na0.85O2.15Fe1.15,42.5,57.49999999999999,0.0,22.29236262329957,77.70763737670042
585,Na0.9O3.2P1.1,45.0,0.0,55.00000000000001,26.32174365282145,0.0
586,Na0.9O3.15Fe0.05P1.05,45.0,2.5,52.5,26.212009470808816,3.751945336438147
587,Na0.9O3.1Fe0.1P1,45.0,5.0,50.0,26.103186444107077,7.472737163033
588,Na0.9O3.05Fe0.15P0.95,45.0,7.5,47.5,25.995263271248604,11.162761890727351
589,Na0.9O3Fe0.2P0.9,45.0,10.0,45.0,25.888228836899117,14.82239956633894
590,Na0.9O2.95Fe0.25P0.85,45.0,12.5,42.5,25.782072208041363,18.45202400304327
591,Na0.9O2.9Fe0.3P0.8,45.0,15.0,40.0,25.67678263025241,22.052002907659308
592,Na0.9O2.85Fe0.35P0.75,45.0,17.5,37.5,25.572349524071715,25.62269800482892
593,Na0.9O2.8Fe0.4P0.7,45.0,20.0,35.0,25.468762481457446,29.16446515817821
594,Na0.9O2.75Fe0.45P0.65,45.0,22.5,32.5,25.366011262328698,32.67765448854597
595,Na0.9O2.7Fe0.5P0.6,45.0,25.0,30.0,25.264085791190944,36.16261048936178
596,Na0.9O2.65Fe0.55P0.55,45.0,27.500000000000004,27.500000000000004,25.162976153842585,39.619672139253545
597,Na0.9O2.6Fe0.6P0.5,45.0,30.0,25.0,25.06267259416026,43.04917301196176
598,Na0.9O2.55Fe0.65P0.45,45.0,32.5,22.5,24.96316551096072,46.45144138363551
599,Na0.9O2.5Fe0.7P0.4,45.0,35.0,20.0,24.864445454937183,49.82680033758247
600,Na0.9O2.45Fe0.75P0.35,45.0,37.5,17.5,24.76650312566812,53.17556786654328
601,Na0.9O2.4Fe0.8P0.3,45.0,40.0,15.0,24.66932936869633,56.49805697255812
602,Na0.9O2.35Fe0.85P0.25,45.0,42.5,12.5,24.57291517267675,59.79457576449164
603,Na0.9O2.3Fe0.9P0.2,45.0,45.0,10.0,24.477251666590607,63.0654275532797
604,Na0.9O2.25Fe0.95P0.15,45.0,47.5,7.5,24.382330117024605,66.31091094495999
605,Na0.9O2.2Fe1P0.1,45.0,50.0,5.0,24.288141925513084,69.53131993154645
606,Na0.9O2.15Fe1.05P0.05,45.0,52.5,2.5,24.19467862594153,72.72694397980543
607,Na0.9O2.1Fe1.1,45.0,55.00000000000001,0.0,24.101931882009865,75.89806811799014
608,Na0.95O3.1P1.05,47.5,0.0,52.5,28.318342811679027,0.0
609,Na0.95O3.05Fe0.05P1,47.5,2.5,50.0,28.198024319979847,3.82378769290329
610,Na0.95O3Fe0.1P0.95,47.5,5.0,47.5,28.078723916951603,7.615219969151764
611,Na0.95O2.95Fe0.15P0.9,47.5,7.5,45.0,27.960428735024006,11.374705767190504
612,Na0.95O2.9Fe0.2P0.85,47.5,10.0,42.5,27.84312612256045,15.10264716297356
613,Na0.95O2.85Fe0.25P0.8,47.5,12.5,40.0,27.7268036393474,18.79943951331384
614,Na0.95O2.8Fe0.3P0.75,47.5,15.0,37.5,27.61144905219638,22.46547159565472
615,Na0.95O2.75Fe0.35P0.7,47.5,17.5,35.0,27.49705033065523,26.101125744366996
616,Na0.95O2.7Fe0.4P0.65,47.5,20.0,32.5,27.383595642825654,29.706777983671657
617,Na0.95O2.65Fe0.45P0.6,47.5,22.5,30.0,27.2710733512838,33.28279815728549
618,Na0.95O2.6Fe0.5P0.55,47.5,25.0,27.500000000000004,27.15947200910096,36.82955005488338
619,Na0.95O2.55Fe0.55P0.5,47.5,27.500000000000004,25.0,27.04878035596177,40.34739153546816
620,Na0.95O2.5Fe0.6P0.45,47.5,30.0,22.5,26.938987314376696,43.83667464773577
621,Na0.95O2.45Fe0.65P0.4,47.5,32.5,20.0,26.83008198598656,47.29774574752104
622,Na0.95O2.4Fe0.7P0.35,47.5,35.0,17.5,26.72205364795634,50.7309456124059
623,Na0.95O2.35Fe0.75P0.3,47.5,37.5,15.0,26.614891749455627,54.1366095535702
624,Na0.95O2.3Fe0.8P0.25,47.5,40.0,12.5,26.50858590822356,57.51506752496185
625,Na0.95O2.25Fe0.85P0.2,47.5,42.5,10.0,26.403125907215657,60.86664422986105
626,Na0.95O2.2Fe0.9P0.15,47.5,45.0,7.5,26.29850169133044,64.1916592249111
627,Na0.95O2.15Fe0.95P0.1,47.5,47.5,5.0,26.194703364213503,67.49042702168532
628,Na0.95O2.1Fe1P0.05,47.5,50.0,2.5,26.091721185137057,70.76325718585835
629,Na0.95O2.05Fe1.05,47.5,52.5,0.0,25.989545565952728,74.01045443404726
630,Na1O3P1,50.0,0.0,50.0,30.39323566887947,0.0
631,Na1O2.95Fe0.05P0.95,50.0,2.5,47.5,30.26158047031321,3.8984350383649655
632,Na1O2.9Fe0.1P0.9,50.0,5.0,45.0,30.131060941085423,7.763241832730474
633,Na1O2.85Fe0.15P0.85,50.0,7.5,42.5,30.00166244972671,11.594853634754909
634,Na1O2.8Fe0.2P0.8,50.0,10.0,40.0,29.873370615033483,15.393696285487309
635,Na1O2.75Fe0.25P0.75,50.0,12.5,37.5,29.746171300739967,19.160188373137345
636,Na1O2.7Fe0.3P0.7,50.0,15.0,35.0,29.62005061032559,22.89474138683181
637,Na1O2.65Fe0.35P0.65,50.0,17.5,32.5,29.49499488195398,26.59775986647608
638,Na1O2.6Fe0.4P0.6,50.0,20.0,30.0,29.370990683539627,30.26964154883528
639,Na1O2.55Fe0.45P0.55,50.0,22.5,27.500000000000004,29.248024807938457,33.9107775099459
640,Na1O2.5Fe0.5P0.5,50.0,25.0,25.0,29.12608426825871,37.52155230396503
641,Na1O2.45Fe0.55P0.45,50.0,27.500000000000004,22.5,29.00515629328861,41.102344098560536
642,Na1O2.4Fe0.6P0.4,50.0,30.0,20.0,28.88522832303755,44.65352480694259
643,Na1O2.35Fe0.65P0.35,50.0,32.5,17.5,28.76628800438731,48.17546021663316
